Dates,Forecasted_Prices
2024-11-01,12.125721872312562
2024-12-01,12.588703815695606
2025-01-01,12.934803352421923
2025-02-01,13.039952135648358
2025-03-01,12.761516328217397
2025-04-01,13.052293813196302
2025-05-01,12.494455360350694
2025-06-01,11.97931708142396
2025-07-01,11.89820614961141
2025-08-01,12.174291032072352
2025-09-01,11.986351963036283
2025-10-01,12.331515762762795
